Invoice/Item Number,Date,Volume Sold (Liters),Volume Sold (Gallons)
S31485100007,03/29/2016,4.5,1.19
S31485100008,03/29/2016,3,0.79
S31486700004,03/28/2016,10.5,2.77
S31486700040,03/28/2016,1,0.26
S31486700089,03/28/2016,0.5,0.13
S31486700090,03/28/2016,1.5,0.4
S31486700091,03/28/2016,0.5,0.13
S31486700092,03/28/2016,10.5,2.77
S31486700093,03/28/2016,1.5,0.4
S31486700094,03/28/2016,0.5,0.13
S31486700122,03/28/2016,1,0.26
S31486700123,03/28/2016,0.5,0.13
S31486700124,03/28/2016,9,2.38
S31486700136,03/28/2016,1.5,0.4
S31486700147,03/28/2016,2.25,0.59
S31486700148,03/28/2016,3,0.79
S31487100011,03/28/2016,0.75,0.2
S31487100012,03/28/2016,0.75,0.2
S31487100028,03/28/2016,1.5,0.4
S31487100038,03/28/2016,9,2.38
S31487100039,03/28/2016,2,0.53
S31487100040,03/28/2016,0.75,0.2
S31487100061,03/28/2016,1.75,0.46
S31487100070,03/28/2016,6,1.59
S31487100071,03/28/2016,0.5,0.13
S31487100073,03/28/2016,0.5,0.13
S31493100010,03/29/2016,9,2.38
S31493100028,03/29/2016,0.75,0.2
S31494500002,03/29/2016,0.75,0.2
S31494500008,03/29/2016,0.6,0.16
S31494500015,03/29/2016,0.75,0.2
S31494500016,03/29/2016,1.5,0.4
S31494500017,03/29/2016,1.5,0.4
S31494500018,03/29/2016,1.5,0.4
S31494500026,03/29/2016,1.5,0.4
S31494500027,03/29/2016,9,2.38
S31494500030,03/29/2016,9,2.38
S31494500034,03/29/2016,0.75,0.2
S31494500042,03/29/2016,0.75,0.2
S31495100002,03/30/2016,4.5,1.19
S31495100008,03/30/2016,1.5,0.4
S31495100012,03/30/2016,1.5,0.4
S31495100021,03/30/2016,5.25,1.39
S31495100026,03/30/2016,1.5,0.4
S31495100027,03/30/2016,1.5,0.4
S31495100028,03/30/2016,1.5,0.4
S31495100029,03/30/2016,0.75,0.2
S31495100062,03/30/2016,0.5,0.13
S31495100063,03/30/2016,1,0.26
S31495100064,03/30/2016,0.5,0.13
S31495100067,03/30/2016,0.75,0.2
S31495100072,03/30/2016,1.2,0.32
S31495100074,03/30/2016,1.5,0.4
S31495100075,03/30/2016,1.5,0.4
S31495100077,03/30/2016,1.5,0.4
S31495500019,03/30/2016,1.5,0.4
S31500000051,03/29/2016,1.5,0.4
S31500000053,03/29/2016,1.5,0.4
S31500000054,03/29/2016,0.5,0.13
S31500000055,03/29/2016,9,2.38
S31500000059,03/29/2016,0.75,0.2
S31500000061,03/29/2016,0.75,0.2
S31500000067,03/29/2016,4.5,1.19
S31500000088,03/29/2016,0.75,0.2
S31502400023,03/29/2016,0.38,0.1
S31502400035,03/29/2016,0.75,0.2
S31502400037,03/29/2016,2.25,0.59
S31502400052,03/29/2016,0.5,0.13
S31502400053,03/29/2016,0.5,0.13
S31503700028,03/29/2016,9,2.38
S31503700029,03/29/2016,9,2.38
S31503700032,03/29/2016,0.75,0.2
S31503700053,03/29/2016,0.75,0.2
S31504700008,03/29/2016,9,2.38
S31504700016,03/29/2016,2.25,0.59
S31504800007,03/30/2016,9,2.38
S31504800012,03/30/2016,9,2.38
S31504800022,03/30/2016,0.5,0.13
S31504800024,03/30/2016,0.5,0.13
S31504800025,03/30/2016,2.25,0.59
S31504800026,03/30/2016,3.5,0.92
S31504800029,03/30/2016,0.5,0.13
S31505100019,03/29/2016,0.75,0.2
S31505100020,03/29/2016,0.75,0.2
S31505100021,03/29/2016,0.75,0.2
S31505100022,03/29/2016,0.75,0.2
S31505100025,03/29/2016,3,0.79
S31506400006,03/30/2016,9,2.38
S31506800009,03/29/2016,9,2.38
S31506800015,03/29/2016,10.5,2.77
S31506800016,03/29/2016,9.6,2.54
S31506800017,03/29/2016,9,2.38
S31507800003,03/29/2016,9,2.38
S31507800039,03/29/2016,0.75,0.2
S31507800044,03/29/2016,0.75,0.2
S31507800059,03/29/2016,0.75,0.2
S31507800060,03/29/2016,0.2,0.05
S31507800061,03/29/2016,0.38,0.1
S31507800062,03/29/2016,3.75,0.99
S31507800063,03/29/2016,0.75,0.2
S31507800067,03/29/2016,0.75,0.2
S31507800078,03/29/2016,0.75,0.2
S31507800089,03/29/2016,0.2,0.05
S31507800096,03/29/2016,0.5,0.13
S31507800097,03/29/2016,0.5,0.13
S31507800102,03/29/2016,1.75,0.46
S31508400044,03/30/2016,9,2.38
S31508400045,03/30/2016,18,4.76
S31508400046,03/30/2016,3,0.79
S31508400053,03/30/2016,2.25,0.59
S31508400054,03/30/2016,1.5,0.4
S31508400071,03/30/2016,2.25,0.59
S31508400077,03/30/2016,2.25,0.59
S31508400078,03/30/2016,1.5,0.4
S31508400079,03/30/2016,3.75,0.99
S31508400080,03/30/2016,2.25,0.59
S31509500024,03/29/2016,9,2.38
S31509500025,03/29/2016,10.5,2.77
S31509500028,03/29/2016,9,2.38
S31509500032,03/29/2016,10.5,2.77
S31509500033,03/29/2016,9,2.38
S31509500034,03/29/2016,9,2.38
S31509500074,03/29/2016,2.25,0.59
S31509500085,03/29/2016,3,0.79
S31509500087,03/29/2016,3,0.79
S31509500099,03/29/2016,0.5,0.13
S31509500105,03/29/2016,0.5,0.13
S31509800003,03/29/2016,2.25,0.59
S31509800008,03/29/2016,0.75,0.2
S31509800009,03/29/2016,0.75,0.2
S31509800014,03/29/2016,2.25,0.59
S31509800024,03/29/2016,1.5,0.4
S31509800025,03/29/2016,2.25,0.59
S31509800026,03/29/2016,2.25,0.59
S31509800044,03/29/2016,3.75,0.99
S31509800045,03/29/2016,2,0.53
S31509800051,03/29/2016,9,2.38
S31509800052,03/29/2016,9,2.38
S31509800080,03/29/2016,3,0.79
S31509800126,03/29/2016,2.25,0.59
S31509800148,03/29/2016,1.88,0.5
S31509800154,03/29/2016,0.75,0.2
S31509800155,03/29/2016,0.75,0.2
S31509800174,03/29/2016,3,0.79
S31509800177,03/29/2016,3,0.79
S31509800178,03/29/2016,3,0.79
S31511700011,03/30/2016,9,2.38
S31511700027,03/30/2016,9,2.38
S31511700039,03/30/2016,9,2.38
S31511700041,03/30/2016,9,2.38
S31511700048,03/30/2016,12,3.17
S31511700051,03/30/2016,6,1.59
S31515900009,03/30/2016,4.5,1.19
S31515900018,03/30/2016,0.5,0.13
S31516700005,03/31/2016,9,2.38
S31516700032,03/31/2016,2.25,0.59
S31523500002,03/30/2016,9,2.38
S31523500034,03/30/2016,9,2.38
S31523500035,03/30/2016,14.4,3.8
S31523500036,03/30/2016,10.5,2.77
S31523500037,03/30/2016,18,4.76
S31523500038,03/30/2016,18,4.76
S31523500039,03/30/2016,18,4.76
S31523500040,03/30/2016,18,4.76
S31523500041,03/30/2016,9,2.38
S31523500046,03/30/2016,4.8,1.27
S31523500047,03/30/2016,9,2.38
S31523500048,03/30/2016,18,4.76
S31523500049,03/30/2016,10.5,2.77
S31523500050,03/30/2016,36,9.51
S31523800018,03/30/2016,4.8,1.27
S31523800019,03/30/2016,9,2.38
S31523800020,03/30/2016,27,7.13
S31523800021,03/30/2016,4.8,1.27
S31523800022,03/30/2016,9,2.38
S31523800023,03/30/2016,27,7.13
S31523800024,03/30/2016,14,3.7
S31523800025,03/30/2016,18,4.76
S31524000040,03/30/2016,4.5,1.19
S31524600044,03/31/2016,0.5,0.13
S31524600050,03/31/2016,3.5,0.92
S31525500010,03/30/2016,0.5,0.13
S31526000002,03/30/2016,9,2.38
S31526000013,03/30/2016,3,0.79
S31526000014,03/30/2016,3.75,0.99
S31526000015,03/30/2016,2.25,0.59
S31526000016,03/30/2016,1.5,0.4
S31526000027,03/30/2016,2.25,0.59
S31526000029,03/30/2016,1.5,0.4
S31526000030,03/30/2016,3,0.79
S31526000044,03/30/2016,2.25,0.59
S31526000045,03/30/2016,2.25,0.59
S31526000046,03/30/2016,3,0.79
S31526000057,03/30/2016,3.75,0.99
S31526000067,03/30/2016,2.25,0.59
S31526000068,03/30/2016,4.5,1.19
S31526000069,03/30/2016,2.25,0.59
S31526000070,03/30/2016,4.5,1.19
S31526000074,03/30/2016,2.25,0.59
S31526000075,03/30/2016,2.25,0.59
S31526000076,03/30/2016,1.2,0.32
S31526000077,03/30/2016,1.2,0.32
S31526100007,03/31/2016,0.75,0.2
S31526100011,03/31/2016,1.5,0.4
S31526100017,03/31/2016,3,0.79
S31527000022,03/31/2016,1.5,0.4
S31527800001,03/30/2016,6,1.59
S31531100025,03/30/2016,1,0.26
S31531100027,03/30/2016,0.5,0.13
S31531100036,03/30/2016,0.75,0.2
S31531100037,03/30/2016,1.5,0.4
S31531100038,03/30/2016,1.5,0.4
S31531100039,03/30/2016,1.5,0.4
S31531100040,03/30/2016,0.38,0.1
S31531100041,03/30/2016,1,0.26
S31531100043,03/30/2016,0.75,0.2
S31531100048,03/30/2016,0.75,0.2
S31531100074,03/30/2016,0.38,0.1
S31531100076,03/30/2016,0.38,0.1
S31532500016,03/30/2016,12,3.17
S31532500035,03/30/2016,9,2.38
S31532500050,03/30/2016,9,2.38
S31532500056,03/30/2016,9,2.38
S31532500072,03/30/2016,9,2.38
S31532500073,03/30/2016,9,2.38
S31532500074,03/30/2016,9,2.38
S31532500075,03/30/2016,2.25,0.59
S31534300011,03/30/2016,9,2.38
S31534300012,03/30/2016,9,2.38
S31534300017,03/30/2016,10.5,2.77
S31534300022,03/30/2016,9,2.38
S31534300053,03/30/2016,9,2.38
S31534300099,03/30/2016,1,0.26
S31535200013,03/30/2016,0.5,0.13
S31535200015,03/30/2016,3,0.79
S31535200018,03/30/2016,3.5,0.92
S31535200019,03/30/2016,2.25,0.59
S31535200022,03/30/2016,3,0.79
S31535200023,03/30/2016,1.5,0.4
S31535200042,03/30/2016,1.5,0.4
S31535200044,03/30/2016,1.5,0.4
S31535200047,03/30/2016,3,0.79
S31535200048,03/30/2016,1.5,0.4
S31535200068,03/30/2016,10.5,2.77
S31535200079,03/30/2016,36,9.51
S31535200122,03/30/2016,24,6.34
S31538200031,03/30/2016,0.75,0.2
S31538200039,03/30/2016,0.38,0.1
S31538200042,03/30/2016,1.5,0.4
S31538200044,03/30/2016,1.5,0.4
S31541800006,03/31/2016,9,2.38
S31541800007,03/31/2016,9,2.38
S31541800008,03/31/2016,9,2.38
S31541800023,03/31/2016,9,2.38
S31542100028,03/31/2016,12,3.17
S31542100031,03/31/2016,12,3.17
S31542100045,03/31/2016,12,3.17
S31542100047,03/31/2016,9,2.38
S31542100048,03/31/2016,4.5,1.19
S31542100062,03/31/2016,2.25,0.59
S31543300030,03/31/2016,9,2.38
S31543300038,03/31/2016,9,2.38
S31543300045,03/31/2016,6,1.59
S31543300049,03/31/2016,4.5,1.19
S31548200019,03/31/2016,0.75,0.2
S31544400005,03/31/2016,9,2.38
S31544800004,03/31/2016,12,3.17
S31544800011,03/31/2016,0.75,0.2
S31544800012,03/31/2016,1.5,0.4
S31544800027,03/31/2016,0.75,0.2
S31544800029,03/31/2016,1.5,0.4
S31544800030,03/31/2016,1.5,0.4
S31544800060,03/31/2016,12,3.17
S31546800026,03/31/2016,9,2.38
S31546800028,03/31/2016,9,2.38
S31546800040,03/31/2016,2.25,0.59
S31546800044,03/31/2016,0.5,0.13
S31547200020,03/31/2016,0.5,0.13
S31547200024,03/31/2016,0.5,0.13
S31548500010,03/31/2016,1.12,0.3
S31548500012,03/31/2016,2.25,0.59
S31548500021,03/31/2016,2.25,0.59
S31548500022,03/31/2016,1.5,0.4
S31548500029,03/31/2016,2.25,0.59
S31548700002,03/31/2016,9,2.38
S31548700014,03/31/2016,2.25,0.59
S31548700015,03/31/2016,2.25,0.59
S31548700017,03/31/2016,1.5,0.4
S31548700020,03/31/2016,2.25,0.59
S31548900010,03/31/2016,9,2.38
S31548900047,03/31/2016,2.25,0.59
S31549300007,03/31/2016,2.25,0.59
S31549300023,03/31/2016,3.5,0.92
S31549300024,03/31/2016,3,0.79
S31549300036,03/31/2016,4.8,1.27
S31550900006,03/31/2016,9,2.38
S31550900037,03/31/2016,1.5,0.4
S31550900043,03/31/2016,1.5,0.4
S31550900044,03/31/2016,2.25,0.59
S31550900052,03/31/2016,1.5,0.4
S31554100008,03/31/2016,10.5,2.77
S31554700027,03/31/2016,3.6,0.95
S31556100100,03/31/2016,0.5,0.13
S31555600049,03/31/2016,0.75,0.2
S31555600050,03/31/2016,0.75,0.2
S31555600051,03/31/2016,0.75,0.2
S31555600052,03/31/2016,0.75,0.2
S31555600053,03/31/2016,0.75,0.2
S31555600055,03/31/2016,1.5,0.4
S31555600060,03/31/2016,0.75,0.2
S31555600062,03/31/2016,3.5,0.92
S31555600063,03/31/2016,1.5,0.4
S31555600064,03/31/2016,1.5,0.4
S31555600065,03/31/2016,2.25,0.59
S31555600067,03/31/2016,0.75,0.2
S31555600100,03/31/2016,1.5,0.4
S31555700019,03/31/2016,9,2.38
S31556100042,03/31/2016,10.5,2.77
S31556100074,03/31/2016,3,0.79
S31556100089,03/31/2016,4.5,1.19
S31556100090,03/31/2016,4.5,1.19
S31556100091,03/31/2016,4.5,1.19
S31556100092,03/31/2016,4.5,1.19
S31556100099,03/31/2016,1,0.26
S31556100111,03/31/2016,9,2.38
S31557600029,03/31/2016,0.5,0.13
S31557600030,03/31/2016,0.5,0.13
S31557600031,03/31/2016,0.5,0.13
S31557600037,03/31/2016,2.25,0.59
S31557600038,03/31/2016,0.75,0.2
S31557600039,03/31/2016,1.5,0.4
S31557600040,03/31/2016,1.5,0.4
S31557600052,03/31/2016,2.25,0.59
S31557600054,03/31/2016,1.5,0.4
S31559400003,04/06/2016,12,3.17
S31559400039,04/06/2016,12,3.17
S31559400040,04/06/2016,24,6.34
S31559400050,04/06/2016,12,3.17
S31559400060,04/06/2016,9,2.38
S31559500018,04/04/2016,144,38.04
S31559500032,04/04/2016,12,3.17
S31559500034,04/04/2016,288,76.08
S31559600025,04/04/2016,12,3.17
S31559600046,04/04/2016,9,2.38
S31559600049,04/04/2016,10.5,2.77
S31559600056,04/04/2016,12,3.17
S31559600057,04/04/2016,12,3.17
S31559600061,04/04/2016,12,3.17
S31559600062,04/04/2016,24,6.34
S31570800001,04/04/2016,18,4.76
S31573800021,04/04/2016,4.5,1.19
S31573800024,04/04/2016,9,2.38
S31573800025,04/04/2016,9,2.38
S31573800029,04/04/2016,6,1.59
S31573900002,04/04/2016,2.25,0.59
S31573900003,04/04/2016,2.25,0.59
S31573900009,04/04/2016,2.25,0.59
S31573900010,04/04/2016,2.25,0.59
S31574100004,04/05/2016,2.25,0.59
S31574100005,04/05/2016,2.25,0.59
S31574100016,04/05/2016,9,2.38
S31576900059,04/04/2016,2.25,0.59
S31576900060,04/04/2016,1.5,0.4
S31576900061,04/04/2016,2.25,0.59
S31576900062,04/04/2016,2.25,0.59
S31576900063,04/04/2016,1.5,0.4
S31576900064,04/04/2016,1.5,0.4
S31576900065,04/04/2016,0.5,0.13
S31576900066,04/04/2016,9,2.38
S31576900077,04/04/2016,1.5,0.4
S31576900099,04/04/2016,0.75,0.2
S31576900100,04/04/2016,1,0.26
S31576900101,04/04/2016,2.25,0.59
S31576900110,04/04/2016,3,0.79
S31576900111,04/04/2016,1.5,0.4
S31576900112,04/04/2016,1.5,0.4
S31577600017,04/04/2016,0.75,0.2
S31577600018,04/04/2016,1.5,0.4
S31577600033,04/04/2016,9,2.38
S31577600034,04/04/2016,9,2.38
S31577600035,04/04/2016,9,2.38
S31577600036,04/04/2016,4.8,1.27
S31577600039,04/04/2016,0.75,0.2
S31577600040,04/04/2016,0.75,0.2
S31577600041,04/04/2016,0.75,0.2
S31577600042,04/04/2016,0.75,0.2
S31577600043,04/04/2016,1.5,0.4
S31577600044,04/04/2016,0.75,0.2
S31577600045,04/04/2016,0.75,0.2
S31577600046,04/04/2016,2.25,0.59
S31577600064,04/04/2016,9,2.38
S31577600073,04/04/2016,0.5,0.13
S31578100040,04/04/2016,0.75,0.2
S31578100041,04/04/2016,0.75,0.2
S31578100042,04/04/2016,0.75,0.2
S31578100044,04/04/2016,0.8,0.21
S31578100083,04/04/2016,0.5,0.13
S31578100089,04/04/2016,1,0.26
S31578400016,04/05/2016,2.25,0.59
S31578700017,04/04/2016,4.8,1.27
S31579400008,04/04/2016,10.5,2.77
S31580600016,04/04/2016,9,2.38
S31580600029,04/04/2016,9,2.38
S31581700015,04/04/2016,9,2.38
S31581700023,04/04/2016,10.5,2.77
S31581700031,04/04/2016,9,2.38
S31581700045,04/04/2016,9,2.38
S31581700056,04/04/2016,9,2.38
S31584500005,04/05/2016,9,2.38
S31585400018,04/04/2016,9,2.38
S31585800016,04/04/2016,9,2.38
S31585800017,04/04/2016,4.8,1.27
S31585800038,04/04/2016,0.75,0.2
S31585800047,04/04/2016,0.75,0.2
S31585800054,04/04/2016,1,0.26
S31586100006,04/05/2016,2.25,0.59
S31586100009,04/05/2016,2.25,0.59
S31586100011,04/05/2016,2.25,0.59
S31586100012,04/05/2016,2.25,0.59
S31588400032,04/04/2016,0.5,0.13
S31588400044,04/04/2016,9,2.38
S31588400045,04/04/2016,4.8,1.27
S31588400047,04/04/2016,2.25,0.59
S31588400048,04/04/2016,1.12,0.3
S31589400033,04/04/2016,9,2.38
S31589400037,04/04/2016,10.5,2.77
S31589400044,04/04/2016,0.75,0.2
S31590400035,04/04/2016,9,2.38
S31590400036,04/04/2016,9,2.38
S31590400039,04/04/2016,4.5,1.19
S31590400055,04/04/2016,9,2.38
S31590400056,04/04/2016,2.25,0.59
S31591300006,04/04/2016,12,3.17
S31591900009,04/04/2016,4.5,1.19
S31593800004,04/04/2016,9,2.38
S31593800033,04/04/2016,9,2.38
S31593800034,04/04/2016,9,2.38
S31593800035,04/04/2016,9,2.38
S31593800039,04/04/2016,0.6,0.16
S31593800040,04/04/2016,2.25,0.59
S31593800050,04/04/2016,0.5,0.13
S31593800051,04/04/2016,0.5,0.13
S31593800072,04/04/2016,0.75,0.2
S31593800079,04/04/2016,2.25,0.59
S31593800080,04/04/2016,3,0.79
S31593800085,04/04/2016,1.5,0.4
S31593800087,04/04/2016,3.5,0.92
S31593800088,04/04/2016,1.5,0.4
S31593800090,04/04/2016,2,0.53
S31593800093,04/04/2016,2.25,0.59
S31593800099,04/04/2016,1.5,0.4
S31593800108,04/04/2016,5.25,1.39
S31594800008,04/04/2016,4.5,1.19
S31600800079,04/04/2016,0.6,0.16
S31600800080,04/04/2016,0.6,0.16
S31600800081,04/04/2016,9,2.38
S31600800082,04/04/2016,0.38,0.1
S31600800083,04/04/2016,1.5,0.4
S31600800084,04/04/2016,9,2.38
S31600800085,04/04/2016,9,2.38
S31600800086,04/04/2016,9,2.38
S31600800087,04/04/2016,9,2.38
S31600800088,04/04/2016,9,2.38
S31600800089,04/04/2016,0.5,0.13
S31600800090,04/04/2016,9,2.38
S31600800091,04/04/2016,2.25,0.59
S31600800092,04/04/2016,0.75,0.2
S31600800095,04/04/2016,0.75,0.2
S31600800096,04/04/2016,0.5,0.13
S31600800102,04/04/2016,0.75,0.2
S31600800103,04/04/2016,0.75,0.2
S31600800107,04/04/2016,0.75,0.2
S31600800109,04/04/2016,2.25,0.59
S31600800110,04/04/2016,0.75,0.2
S31600800144,04/04/2016,0.5,0.13
S31600800149,04/04/2016,0.75,0.2
S31600800150,04/04/2016,0.75,0.2
S31600800151,04/04/2016,0.75,0.2
S31600800153,04/04/2016,0.75,0.2
S31600800156,04/04/2016,1.5,0.4
S31604100012,04/04/2016,24,6.34
S31604100038,04/04/2016,12,3.17
S31604100041,04/04/2016,12,3.17
S31604100044,04/04/2016,12,3.17
S31604100046,04/04/2016,9,2.38
S31604100050,04/04/2016,9,2.38
S31604100073,04/04/2016,3,0.79
S31604100078,04/04/2016,3,0.79
S31604600021,04/04/2016,0.2,0.05
S31604600022,04/04/2016,0.38,0.1
S31604600023,04/04/2016,0.75,0.2
S31604600024,04/04/2016,0.2,0.05
S31604600025,04/04/2016,9,2.38
S31604600026,04/04/2016,0.4,0.11
S31604600027,04/04/2016,0.75,0.2
S31604600043,04/04/2016,0.38,0.1
S31604600065,04/04/2016,1.5,0.4
S31604700021,04/04/2016,0.5,0.13
S31606200002,04/04/2016,1,0.26
S31606200010,04/04/2016,1.5,0.4
S31606200011,04/04/2016,1.8,0.48
S31606200018,04/04/2016,2.25,0.59
S31606200032,04/04/2016,3,0.79
S31606200044,04/04/2016,4.5,1.19
S31606200046,04/04/2016,9,2.38
S31606200047,04/04/2016,9,2.38
S31606200051,04/04/2016,4.5,1.19
S31606200064,04/04/2016,4.5,1.19
S31606200121,04/04/2016,4.5,1.19
S31606200122,04/04/2016,9,2.38
S31606600005,04/04/2016,0.5,0.13
S31606600015,04/04/2016,0.5,0.13
S31606600016,04/04/2016,0.5,0.13
S31606600017,04/04/2016,0.5,0.13
S31606600021,04/04/2016,0.5,0.13
S31606600066,04/04/2016,0.75,0.2
S31606600094,04/04/2016,1.5,0.4
S31606600103,04/04/2016,3,0.79
S31606600105,04/04/2016,1.5,0.4
S31606600106,04/04/2016,1.5,0.4
S31606600107,04/04/2016,1.5,0.4
S31606600108,04/04/2016,2.25,0.59
S31606600109,04/04/2016,7.5,1.98
S31606600110,04/04/2016,12,3.17
S31606600146,04/04/2016,2.25,0.59
S31606600149,04/04/2016,9,2.38
S31606600150,04/04/2016,9,2.38
S31606600151,04/04/2016,9,2.38
S31606600155,04/04/2016,3,0.79
S31606600156,04/04/2016,3,0.79
S31606600166,04/04/2016,1.5,0.4
S31606600167,04/04/2016,3,0.79
S31606600168,04/04/2016,2.25,0.59
S31606600169,04/04/2016,1.5,0.4
S31606600170,04/04/2016,2.25,0.59
S31606600171,04/04/2016,1.5,0.4
S31606600172,04/04/2016,2.25,0.59
S31606600173,04/04/2016,3,0.79
S31606600174,04/04/2016,3,0.79
S31606600175,04/04/2016,3.75,0.99
S31606600176,04/04/2016,1.5,0.4
S31606600177,04/04/2016,1.5,0.4
S31606600178,04/04/2016,1.5,0.4
S31606600180,04/04/2016,9,2.38
S31606600181,04/04/2016,3,0.79
S31606600182,04/04/2016,9,2.38
S31606600183,04/04/2016,3,0.79
S31606600184,04/04/2016,1.5,0.4
S31606600185,04/04/2016,0.75,0.2
S31606600245,04/04/2016,12,3.17
S31606600253,04/04/2016,2.25,0.59
S31606600254,04/04/2016,10.5,2.77
S31606600255,04/04/2016,3,0.79
S31607300079,04/04/2016,0.75,0.2
S31607300104,04/04/2016,1.5,0.4
S31607300106,04/04/2016,1.5,0.4
S31607300108,04/04/2016,1.5,0.4
S31607300109,04/04/2016,9,2.38
S31607300110,04/04/2016,1.5,0.4
S31607300111,04/04/2016,1.5,0.4
S31607300112,04/04/2016,1.5,0.4
S31607300113,04/04/2016,1.5,0.4
S31607300114,04/04/2016,10.5,2.77
S31607300115,04/04/2016,1,0.26
S31607300117,04/04/2016,1,0.26
S31607300118,04/04/2016,1.5,0.4
S31607300119,04/04/2016,1.5,0.4
S31607300121,04/04/2016,1.5,0.4
S31607300122,04/04/2016,1.5,0.4
S31607300123,04/04/2016,9,2.38
S31607300124,04/04/2016,12,3.17
S31607300134,04/04/2016,4.5,1.19
S31607300138,04/04/2016,1.5,0.4
S31607300181,04/04/2016,1.5,0.4
S31607300183,04/04/2016,1,0.26
S31607300187,04/04/2016,1.5,0.4
S31607300190,04/04/2016,1.5,0.4
S31607300196,04/04/2016,2.25,0.59
S31607300197,04/04/2016,4.5,1.19
S31607300198,04/04/2016,4.5,1.19
S31607300199,04/04/2016,4.5,1.19
S31608800061,04/04/2016,4,1.06
S31608800074,04/04/2016,4.5,1.19
S31608800075,04/04/2016,2.25,0.59
S31608800076,04/04/2016,2.25,0.59
S31608800077,04/04/2016,2.25,0.59
S31608800084,04/04/2016,3,0.79
S31608800088,04/04/2016,3,0.79
S31608800090,04/04/2016,1,0.26
S31612000011,04/04/2016,1.5,0.4
S31612000014,04/04/2016,0.75,0.2
S31612000015,04/04/2016,0.75,0.2
S31612000024,04/04/2016,1.88,0.5
S31612000025,04/04/2016,0.6,0.16
S31612000046,04/04/2016,0.75,0.2
S31612000048,04/04/2016,0.75,0.2
S31612000049,04/04/2016,0.75,0.2
S31612000050,04/04/2016,1,0.26
S31616300005,04/07/2016,9,2.38
S31616300013,04/07/2016,6,1.59
S31616300023,04/07/2016,4.5,1.19
S31616300024,04/07/2016,4.5,1.19
S31619200005,04/06/2016,9,2.38
S31619200009,04/06/2016,1,0.26
S31620800012,04/05/2016,4.8,1.27
S31620800031,04/05/2016,9,2.38
S31620800034,04/05/2016,9,2.38
S31620800035,04/05/2016,9,2.38
S31620800038,04/05/2016,9,2.38
S31620800039,04/05/2016,9,2.38
S31620800042,04/05/2016,9,2.38
S31621000001,04/05/2016,9,2.38
S31621000027,04/05/2016,0.75,0.2
S31621000028,04/05/2016,0.75,0.2
S31621000029,04/05/2016,1.5,0.4
S31621000039,04/05/2016,1,0.26
S31621000040,04/05/2016,1,0.26
S31622300011,04/06/2016,1.5,0.4
S31623000001,04/06/2016,3.75,0.99
S31623000018,04/06/2016,27,7.13
S31623000019,04/06/2016,27,7.13
S31623000020,04/06/2016,14.4,3.8
S31623000021,04/06/2016,36,9.51
S31623000022,04/06/2016,27,7.13
S31623000023,04/06/2016,14.4,3.8
S31623000024,04/06/2016,18,4.76
S31623000025,04/06/2016,9.6,2.54
S31623000026,04/06/2016,9,2.38
S31623000027,04/06/2016,4.8,1.27
S31625300035,04/06/2016,3,0.79
S31625300036,04/06/2016,3,0.79
S31625300037,04/06/2016,4.5,1.19
S31625300038,04/06/2016,2.25,0.59
S31625300039,04/06/2016,9,2.38
S31625300042,04/06/2016,2.25,0.59
S31625300043,04/06/2016,1.5,0.4
S31625300044,04/06/2016,1.5,0.4
S31625300046,04/06/2016,1.5,0.4
S31625300051,04/06/2016,1.5,0.4
S31625300052,04/06/2016,3,0.79
S31625300065,04/06/2016,4.5,1.19
S31625300068,04/06/2016,1.5,0.4
S31625300069,04/06/2016,1.5,0.4
S31625300070,04/06/2016,1.5,0.4
S31625300071,04/06/2016,4.5,1.19
S31626000012,04/05/2016,1.12,0.3
S31626400031,04/05/2016,0.38,0.1
S31626400035,04/05/2016,0.75,0.2
S31626400038,04/05/2016,1.5,0.4
S31626400059,04/05/2016,0.5,0.13
S31626400061,04/05/2016,0.5,0.13
S31626500059,04/05/2016,0.75,0.2
S31626500060,04/05/2016,0.75,0.2
S31626500061,04/05/2016,0.5,0.13
S31626500062,04/05/2016,0.75,0.2
S31626500063,04/05/2016,0.75,0.2
S31626500064,04/05/2016,0.5,0.13
S31626500065,04/05/2016,0.75,0.2
S31626500066,04/05/2016,0.75,0.2
S31626500068,04/05/2016,0.75,0.2
